Geography,EB,Age,EstimatedSalary,NumOfProducts,CreditScore,Tenure,HasCrCard,IsActiveMember,Exited,Gender
0,0.840463672,1,2,1,2,2,1,1,0,0
1,0.0,1,0,2,1,9,1,0,0,1
1,0.0,1,2,2,0,7,1,0,0,1
2,1.540234116,1,1,2,0,2,1,0,0,0
0,0.0,1,2,2,1,7,1,0,0,1
0,1.934036009,2,1,1,0,3,1,0,0,0
0,0.0,1,1,2,1,2,0,0,0,0
2,0.906863419,1,2,1,0,1,0,0,1,0
2,2.376375781,1,0,2,1,7,1,0,0,1
0,0.0,1,2,2,1,4,1,0,0,1
0,4.00891231,2,0,1,1,0,1,1,1,0
2,4.259240127,2,0,1,2,1,1,1,1,1
0,1.307405106,2,1,2,1,3,0,0,0,0
2,1.240462854,1,1,1,2,8,1,0,1,0
0,0.824498256,2,2,1,1,8,0,0,1,0
1,1.016624398,2,1,1,0,5,0,1,0,1
0,0.0,2,1,2,0,8,1,1,0,1
0,0.60194742,2,2,3,2,1,0,0,1,0
1,0.894252118,2,1,1,1,7,1,1,0,1
1,24.01602607,1,0,2,2,2,1,0,0,1
2,0.466095692,1,2,2,2,4,1,0,0,1
0,0.0,1,2,2,2,4,1,0,0,0
2,1.196131026,2,1,2,1,1,0,0,1,1
2,0.804345279,1,2,1,2,1,1,1,1,1
1,0.0,1,1,1,1,7,1,0,1,1
2,1.29940836,2,1,1,1,1,1,1,0,0
1,0.624314647,1,2,1,1,8,1,0,0,0
2,1.490948959,2,1,2,0,3,1,1,0,0
0,1.593952958,1,1,1,1,2,1,0,0,0
0,0.0,1,0,1,1,7,1,1,1,0
2,0.519988739,1,2,1,0,1,0,1,0,0
1,1.126449981,1,1,1,0,9,1,0,0,1
0,0.0,1,2,2,1,0,1,1,0,1
0,0.0,1,1,2,0,4,1,1,0,1
0,0.0,1,1,1,2,2,1,1,0,0
2,0.886492533,1,2,2,2,6,0,0,0,1
0,0.0,1,1,2,2,5,0,1,0,1
0,0.0,2,0,2,0,4,1,0,0,0
2,1.051884135,2,2,2,0,9,1,0,0,1
1,145.5854627,2,0,1,2,1,0,1,0,0
0,0.979393919,1,1,1,1,5,1,0,1,0
0,1.774983764,1,1,2,1,5,1,1,0,1
1,0.0,2,2,2,2,9,1,0,0,1
0,0.0,2,0,2,1,9,1,1,0,1
2,0.85670421,2,2,1,2,4,0,1,1,1
0,0.0,1,2,1,0,8,1,0,0,1
2,2.397819947,1,1,2,1,3,1,0,0,0
2,0.755703017,1,1,3,1,5,1,0,0,0
1,0.0,1,0,1,1,3,1,1,0,1
0,0.0,1,1,2,1,4,0,0,0,1
0,15.33469938,1,0,1,1,6,0,0,0,0
1,0.683163554,1,2,1,2,4,0,1,0,0
2,1.312901559,2,1,1,1,2,0,1,0,1
2,0.944460753,2,1,1,2,7,0,0,1,0
1,2.09987398,1,1,2,0,2,1,1,0,1
0,12.55731658,1,0,1,2,3,1,0,0,1
0,0.0,2,0,2,1,3,1,1,0,1
1,0.568328358,2,1,1,1,1,0,1,0,1
2,2.065976535,2,1,2,0,9,1,0,1,0
1,0.0,1,1,2,2,10,1,0,0,1
0,0.0,1,1,1,0,8,1,0,1,1
0,0.831794557,2,1,1,2,6,1,0,1,1
0,0.0,1,1,1,1,9,1,0,0,0
2,0.872362896,1,1,2,2,5,0,1,0,0
0,2.628254577,1,1,1,2,0,1,1,0,0
2,0.788638794,2,2,2,1,5,0,0,0,0
2,1.75132128,1,1,2,1,1,1,0,0,0
0,0.0,1,0,1,0,10,1,1,0,0
0,0.0,1,1,2,1,2,1,0,0,0
0,0.613336483,1,2,1,1,8,1,1,0,0
1,0.532022843,1,2,1,1,6,0,0,0,1
2,4.414369553,1,0,1,1,0,0,0,1,1
2,1.410539999,2,1,2,1,3,1,1,0,0
1,2.056507402,1,0,2,0,3,1,0,0,0
1,1.131884899,1,2,1,1,5,1,0,1,0
1,0.0,1,1,2,2,5,1,0,0,1
0,0.0,1,0,2,2,9,0,0,0,1
0,0.0,1,1,2,1,1,1,0,0,1
0,0.0,2,2,1,0,4,1,1,1,1
2,0.540913387,1,2,2,2,1,0,0,0,0
0,0.0,1,1,2,1,6,1,1,0,1
2,0.225548952,1,2,1,1,7,1,1,0,0
0,1.143391855,2,1,1,1,5,1,1,1,0
0,0.0,1,2,2,1,1,1,1,0,1
2,1.40491406,2,1,1,1,7,1,0,0,1
0,2.248848645,1,1,1,2,3,1,1,0,1
0,0.592491336,1,2,2,1,3,1,1,0,0
0,1.590197228,2,1,1,2,9,1,1,1,0
0,2.52629091,1,0,2,0,2,1,0,0,1
0,1.1055448,1,2,1,1,5,1,1,1,1
0,0.0,1,1,2,2,1,1,1,0,0
2,1.769718385,1,1,1,1,3,0,1,0,1
1,0.762893149,2,2,2,2,4,1,0,1,0
1,1.452052146,1,1,3,0,6,1,0,1,0
0,0.0,1,2,2,2,7,1,0,0,0
0,0.0,2,1,1,1,2,1,1,0,0
2,2.282372756,1,0,1,2,4,1,0,0,1
1,0.0,1,2,2,1,6,1,0,0,0
0,0.591945425,1,2,1,1,9,1,0,0,1
0,0.0,2,0,1,1,7,0,1,0,1
2,0.505912982,1,2,2,2,6,0,0,0,1
2,0.911857651,2,1,1,0,2,1,0,1,1
0,0.0,1,2,1,0,5,1,0,0,1
0,0.857285915,1,1,1,0,2,1,1,0,1
0,0.0,1,0,2,1,7,1,1,0,0
0,1.870040432,2,1,1,2,10,0,1,0,1
1,0.0,1,0,2,1,5,1,0,0,1
2,2.210153216,1,0,1,2,4,1,1,0,1
0,0.763166113,2,2,1,1,6,1,1,0,0
0,0.0,1,2,2,2,7,0,0,0,0
0,0.0,2,0,3,1,7,1,0,1,1
0,0.0,1,1,2,0,5,0,1,0,0
1,0.0,2,2,2,1,6,1,0,1,1
0,0.0,1,0,2,1,4,1,1,0,0
1,0.0,1,1,1,0,6,1,0,1,1
1,0.0,2,2,1,2,8,1,0,1,0
0,0.0,1,0,1,0,5,0,1,0,1
2,2.508474413,1,1,2,0,3,1,1,0,1
0,0.0,1,2,1,1,5,0,0,1,0
2,2.651202931,2,0,2,1,5,1,1,1,1
2,0.649724861,1,2,2,2,7,1,1,0,0
0,2.159884287,1,1,2,2,2,1,0,0,1
0,1.075929547,2,1,1,0,1,1,0,0,1
1,0.0,2,0,2,1,1,0,1,0,1
1,0.716889888,2,2,1,0,8,1,0,0,0
1,2.104442967,2,1,1,1,6,1,1,0,0
2,1.173764481,2,1,2,0,6,1,0,0,0
0,0.794526018,1,2,2,0,7,1,0,0,0
0,0.0,1,2,2,1,3,1,0,0,0
1,0.0,1,1,2,0,6,1,1,0,0
2,1.533833065,1,1,2,2,2,0,1,0,1
1,43.92847169,1,0,1,2,4,1,0,0,1
2,0.773506752,2,1,1,1,9,1,0,1,1
2,0.707725442,1,1,2,1,4,1,0,0,0
0,1.098948252,2,1,1,2,7,1,1,0,0
2,0.973389977,2,1,1,0,6,1,1,0,1
2,0.635953363,1,2,1,1,0,1,1,0,1
0,0.0,2,2,2,1,5,1,0,0,1
0,0.808103098,1,2,2,2,3,0,1,0,1
0,0.0,1,1,2,0,7,1,0,0,1
0,2.131634555,1,1,1,0,9,1,1,0,1
0,0.750919177,1,2,2,0,1,1,1,0,0
2,0.588631659,1,2,1,1,4,1,1,0,1
2,10.01689224,1,0,1,1,6,0,1,0,1
2,4.163917036,1,0,2,1,0,0,0,0,0
0,4.064764452,2,0,1,1,10,1,0,1,0
0,0.0,2,1,2,1,7,1,1,0,0
0,0.0,1,0,2,0,6,1,0,0,1
1,0.0,1,2,2,1,3,1,1,0,0
0,0.0,1,2,2,2,4,1,1,0,0
2,1.129210977,1,2,1,0,5,1,1,0,1
2,1.033170299,1,1,1,1,10,1,0,1,0
0,1.586933017,2,1,1,1,4,1,1,0,1
2,1.028781929,2,1,2,0,4,1,0,0,0
0,1.498791896,2,0,4,1,1,1,0,1,0
1,0.0,2,1,2,1,3,1,1,0,1
0,0.652489657,2,2,1,2,9,1,0,0,1
0,0.0,1,0,2,1,3,1,1,0,0
0,0.0,1,2,2,1,3,1,0,0,0
2,1.925971217,1,1,2,0,1,0,1,0,0
2,2.283338042,1,1,1,1,5,1,0,1,1
2,0.927032789,1,1,2,2,6,1,0,0,1
1,1.485290038,1,1,1,1,1,0,1,0,0
0,5.033371622,2,0,1,1,7,0,0,0,0
1,2.053625281,1,0,1,2,9,0,1,0,1
0,0.958274875,2,1,3,0,8,1,0,1,0
0,0.0,1,1,1,0,3,1,0,0,0
2,1.592573794,1,1,1,2,2,1,1,0,1
0,1.137532212,2,1,1,1,6,1,0,0,0
0,0.797395083,1,2,2,0,4,1,1,0,0
2,7.578274416,1,0,1,2,7,1,0,0,1
0,5.658561613,2,0,1,2,2,1,1,0,1
2,1.256032502,1,1,2,1,7,0,0,0,0
0,0.0,1,2,2,0,5,1,0,1,1
1,1.76677135,1,1,1,0,6,1,0,0,1
0,1.901015503,1,1,1,2,9,1,1,0,1
2,1.186974319,1,1,1,1,5,1,0,1,1
0,0.957400382,2,1,2,2,7,1,1,0,1
1,0.0,2,2,2,1,7,0,1,0,1
0,0.0,1,0,2,0,6,0,1,0,0
1,0.0,1,1,2,2,4,1,1,0,1
1,1.309464632,2,1,1,2,8,0,0,1,1
0,0.0,1,1,2,1,8,1,1,0,1
0,0.861118912,2,2,1,1,7,0,1,0,1
0,1.886676937,2,1,1,0,7,0,1,0,1
1,4.667820498,2,0,1,0,5,1,1,0,0
1,1.266128505,1,1,2,0,5,0,0,0,1
1,1.795694671,1,1,1,1,9,0,0,0,0
1,0.796895206,1,2,1,0,7,1,0,0,1
2,80.08993553,1,0,1,1,10,1,0,1,1
2,1.7127497,1,1,1,1,9,1,0,0,1
1,3.774520286,1,0,1,2,2,0,0,0,0
0,0.0,2,1,2,2,7,1,1,0,0
0,12.02234367,1,0,2,1,2,0,1,0,1
0,0.82462689,1,2,1,2,0,1,1,0,1
1,0.758684543,1,2,1,0,3,0,0,0,0
1,1.126967294,2,1,1,1,2,0,1,0,1
0,0.0,1,1,2,0,5,1,1,0,1
0,0.727622856,1,1,1,1,10,0,0,0,1
2,2.002779227,2,1,2,1,8,1,1,0,1
0,0.829184633,1,2,1,0,1,1,0,0,1
1,3.891791443,1,0,1,1,3,1,1,0,1
0,0.0,1,1,2,0,2,1,0,0,0
2,2.486443895,1,1,2,1,9,1,0,1,0
0,1.144772144,1,1,2,2,0,1,0,0,0
2,0.525522683,2,1,1,2,10,0,0,1,1
1,2.875361946,2,0,1,2,3,1,1,1,0
1,0.0,2,0,2,1,2,0,0,0,1
0,0.613320343,1,2,2,1,10,1,1,0,1
1,2.473129817,1,0,2,1,8,0,0,0,1
2,0.690947466,1,1,1,2,2,1,1,0,0
0,1.005993682,1,2,1,2,7,1,1,0,0
0,0.968411397,1,1,1,0,8,1,1,1,1
0,0.0,1,1,2,2,3,1,1,0,1
0,0.0,2,2,1,1,2,1,0,1,1
1,13.22351194,1,0,1,1,5,0,0,0,0
0,0.0,1,0,2,2,4,1,1,0,0
0,0.0,1,1,1,2,3,1,0,1,1
0,0.0,2,1,3,1,5,1,1,1,0
2,2.642413933,2,0,2,2,2,0,1,0,1
0,0.0,2,2,2,1,7,1,1,0,0
0,0.0,1,1,2,2,6,0,0,0,1
0,3.483380069,2,0,1,1,2,1,0,0,0
1,2.922495074,2,1,2,1,7,0,0,1,1
2,0.92914178,1,2,1,1,2,1,1,0,1
0,3.77999918,2,0,1,1,8,0,1,0,0
0,2.030180714,1,1,2,2,3,1,0,0,0
1,3.970063983,0,0,1,1,3,1,1,0,1
2,4.774127992,2,0,1,1,3,0,1,1,0
0,0.0,1,0,1,2,6,1,0,1,0
1,0.0,2,1,2,1,8,1,0,0,0
2,8.294885198,1,0,2,2,7,1,1,0,1
0,1.144559839,1,1,2,2,3,1,1,0,1
2,6.279428136,1,0,1,0,8,1,0,0,0
2,0.473056277,1,2,2,0,1,1,1,0,1
1,0.0,2,1,1,0,9,1,0,1,0
1,1.375128476,1,1,1,1,5,1,0,0,1
2,0.858242112,1,2,2,1,10,1,0,0,0
0,2.43371714,2,1,1,1,5,1,1,0,1
1,2.044701818,2,1,1,1,7,1,1,0,1
1,0.906792923,2,1,1,2,2,1,1,1,1
0,1.061967104,2,2,3,2,7,1,0,1,0
1,0.0,2,1,1,1,4,1,1,0,1
1,0.433459032,2,2,1,1,3,1,0,0,1
2,1.305228896,1,1,2,0,6,1,0,1,0
1,0.0,1,2,2,0,6,0,0,0,0
0,0.570263033,1,2,1,1,5,1,1,0,1
0,0.0,1,1,2,0,2,1,1,0,1
0,33.45992967,1,0,1,1,7,1,1,0,1
1,0.0,2,1,1,0,3,1,0,0,1
0,1.30905081,2,1,1,1,3,1,1,0,0
0,20.36220161,2,0,1,1,9,0,0,1,0
2,2.311584991,2,1,1,0,5,1,1,1,1
1,0.0,1,0,2,1,7,1,0,0,1
1,0.0,2,1,1,1,7,0,1,1,1
1,0.0,1,1,1,2,6,1,1,0,1
0,3.978507559,2,0,2,1,4,1,1,0,1
0,0.0,2,2,2,1,3,0,1,0,1
0,3.369465271,2,1,2,1,9,1,1,0,1
0,1.031968053,1,1,1,0,0,1,1,0,1
2,1.578142487,1,1,2,1,3,0,1,0,0
0,0.0,1,1,2,0,4,1,1,0,1
2,0.610992758,2,2,2,0,10,1,1,0,1
1,0.0,1,1,2,2,4,0,1,0,1
2,1.034630884,1,1,2,2,3,1,1,0,1
0,1.516273533,2,1,1,1,8,1,0,1,1
1,0.0,1,0,2,1,7,1,0,0,0
2,1.467338324,2,1,1,1,7,1,1,1,1
1,0.0,1,1,2,1,4,1,1,0,0
2,7.309485378,2,0,1,1,8,1,1,1,1
0,0.0,1,2,2,2,7,1,0,0,0
0,0.564346271,2,1,1,1,8,1,0,0,0
0,0.0,1,2,2,0,8,0,1,0,1
2,1.018097648,2,1,1,0,9,1,0,1,0
0,0.580417264,2,2,1,1,3,1,0,0,1
0,4.883640592,1,0,2,0,6,1,1,0,0
0,0.396770455,2,2,3,0,8,1,1,1,1
1,0.340380633,2,2,1,2,6,1,1,0,0
1,0.200992637,1,2,2,1,4,1,1,0,0
2,2.111250599,1,0,1,1,10,1,1,0,0
2,1.062481776,1,1,1,1,3,1,0,0,1
0,0.0,2,0,3,2,5,1,0,1,0
1,0.0,2,0,2,1,3,1,0,0,0
0,8.803279004,1,0,1,0,10,0,1,0,0
1,1.518068876,2,0,1,0,8,1,0,1,0
0,6.320387936,1,0,1,1,8,0,1,0,0
0,0.0,2,1,2,2,7,0,1,0,0
0,0.611124557,2,1,1,2,4,1,1,0,1
0,1.976148903,1,1,1,1,0,0,1,1,0
0,1.58354782,2,1,1,1,2,1,0,1,0
0,0.0,1,1,2,1,9,1,0,0,0
2,7.926918285,1,0,2,2,4,1,1,1,0
1,0.760689972,2,1,2,2,8,1,0,0,1
0,0.763531606,1,2,1,2,2,1,0,0,0
0,0.691711395,1,2,1,0,9,1,1,0,1
1,0.0,2,1,2,1,7,1,0,0,1
1,0.0,1,1,1,1,0,1,0,1,0
2,3.052822623,2,0,2,0,4,1,1,1,0
0,0.0,1,1,2,1,3,0,0,1,0
1,0.0,1,1,2,0,5,1,0,0,0
0,0.889101614,1,1,2,1,9,0,1,0,0
1,0.0,2,0,2,1,2,1,0,0,0
0,1.682038633,1,1,1,2,8,1,0,0,1
0,0.0,1,1,1,2,6,1,1,0,0
1,1.19063302,2,1,1,1,4,1,0,1,0
0,0.876098588,2,1,1,0,6,1,0,1,0
1,1.892501386,1,1,1,0,2,0,1,0,1
0,0.607696406,2,2,1,2,2,1,1,0,1
0,0.0,1,0,2,1,9,0,0,0,1
0,0.586433235,1,1,1,0,5,1,0,0,0
0,0.0,2,1,2,0,7,0,0,1,0
2,0.437156395,1,2,2,1,4,0,1,0,0
2,10.11539204,1,0,1,1,4,1,1,0,0
2,2.887800823,1,0,2,0,10,0,0,0,1
2,1.110688403,1,1,1,0,5,1,1,0,0
2,1.508556505,1,1,2,2,7,1,1,0,1
1,0.0,1,1,2,1,8,1,0,0,0
2,0.858285349,1,1,2,1,2,0,1,0,0
2,7.438576136,1,0,1,0,9,1,0,0,0
0,0.839343078,2,1,1,0,2,1,1,0,0
1,2.458502055,2,0,1,2,5,0,1,0,1
2,1.956199911,1,1,1,0,5,1,0,0,1
1,0.666207652,2,2,1,1,9,0,1,0,1
2,5.993775163,1,0,2,1,1,1,1,0,1
1,0.633218801,2,1,1,1,8,0,0,1,0
0,0.624977927,2,2,1,2,2,0,1,0,0
0,10.08122823,1,0,1,1,4,1,0,0,0
2,0.629243743,2,2,1,2,9,0,0,1,0
0,0.0,2,1,1,0,5,1,1,0,1
0,3.328291747,1,0,1,1,8,1,1,0,0
0,0.70995879,1,1,1,2,3,0,1,0,0
0,0.0,2,0,1,1,2,1,0,0,1
1,0.0,2,1,1,0,4,1,1,0,0
0,0.896954642,2,1,2,2,1,0,1,0,1
0,0.916792206,2,1,1,0,9,1,0,0,0
1,0.0,2,1,2,1,8,1,0,0,1
2,2.023442927,1,1,2,0,1,0,1,0,1
0,0.0,1,1,1,1,9,0,1,0,0
2,1.865771603,2,1,1,0,9,0,0,1,1
0,0.0,2,1,1,2,7,1,1,0,0
2,6.327301671,1,0,1,0,10,1,0,1,1
1,0.0,2,1,1,1,6,1,1,0,1
0,0.0,2,1,1,1,8,1,0,0,1
0,0.0,2,1,3,0,6,0,0,1,0
0,0.0,1,1,2,0,10,0,1,0,0
0,0.825061415,1,1,1,1,7,1,0,0,0
0,1.334303155,1,1,1,1,2,0,1,0,1
1,2.205879876,2,0,1,1,5,1,1,1,1
2,0.677431191,2,2,1,0,4,1,0,1,0
2,1.029384996,1,1,2,1,6,0,0,0,0
1,1.662224418,1,1,1,1,3,1,0,1,1
0,0.0,1,0,2,0,10,1,1,0,0
0,58.13287607,1,0,1,1,3,1,1,1,0
0,0.0,2,1,1,1,7,1,1,0,0
1,3.493932761,1,0,1,0,7,1,1,1,0
2,1.270788755,1,1,2,1,2,0,1,0,1
1,0.0,1,1,2,1,8,1,0,0,1
0,0.0,2,1,2,2,4,0,1,0,1
0,7.471829042,1,0,2,0,2,1,1,0,1
0,1.225344911,2,1,1,2,10,1,0,1,0
0,0.710578526,1,1,1,0,10,1,1,0,1
1,0.0,1,2,2,1,4,1,0,0,1
2,437.9808416,2,0,1,1,1,1,0,1,0
0,3.595147532,1,0,1,0,5,0,1,0,1
1,0.0,1,2,2,1,6,1,1,0,0
0,0.407192233,1,2,1,2,3,1,0,0,0
0,39.79128043,1,0,1,1,7,1,0,0,0
2,1.102179562,1,2,2,1,0,1,0,0,0
0,0.0,2,2,1,1,3,1,0,1,1
2,0.726129861,2,2,4,2,1,0,0,1,0
2,0.996690759,1,1,2,0,1,1,1,0,0
0,7.682164081,2,0,1,2,4,1,1,0,1
1,4.2016431,1,0,1,2,1,1,1,0,0
0,0.0,1,1,2,0,8,0,0,0,1
2,2.460120229,1,1,2,2,6,0,1,0,0
0,0.0,1,0,1,1,8,1,0,0,1
0,0.658038926,1,2,2,2,5,0,1,0,0
0,0.0,1,0,1,2,2,0,1,0,1
0,0.535207097,2,2,1,1,5,1,0,1,0
2,1.888001505,1,1,2,1,8,1,1,0,1
0,7.683128037,1,0,1,1,5,1,1,0,1
1,0.0,1,2,2,1,8,1,0,0,1
0,2.261587375,1,0,1,0,8,1,1,0,1
0,1.517292912,1,1,2,2,1,0,1,0,1
1,0.0,1,2,2,2,1,1,1,0,0
0,0.0,2,1,2,0,10,0,0,1,0
0,0.0,1,1,1,1,4,1,1,0,0
1,0.662352279,2,1,1,1,4,0,1,1,0
1,2.894580498,1,0,4,1,6,1,0,1,1
0,0.806511456,1,2,1,1,8,0,1,0,0
1,0.0,1,1,2,2,8,1,0,0,0
2,0.525785018,2,2,1,0,7,1,0,1,0
1,0.0,2,2,1,2,9,0,0,1,1
1,0.0,1,2,1,1,3,1,0,0,0
0,0.0,2,1,2,0,6,0,1,0,1
2,0.897646769,2,1,1,1,7,0,1,0,1
1,0.0,1,1,2,0,8,0,0,0,1
0,4.59265257,1,0,2,1,9,1,0,0,1
2,0.602004601,1,2,2,1,7,0,1,0,0
0,0.0,1,1,1,0,8,1,1,0,0
0,1.288360792,2,1,1,1,1,0,1,1,1
0,9.948546629,1,0,2,1,7,1,1,0,0
2,0.821758988,1,1,2,2,5,0,0,0,1
0,1.899680826,2,1,1,1,5,0,0,1,1
0,0.0,1,1,2,2,8,1,0,0,1
2,3.668510755,2,0,1,1,4,0,0,1,1
0,0.0,1,0,2,2,10,0,0,0,1
2,22.12368289,2,0,1,0,3,1,0,0,0
0,0.0,1,0,2,0,6,1,1,0,1
0,0.526464423,1,2,1,0,6,1,0,0,1
0,1.206170311,1,1,1,0,2,1,1,0,1
1,0.0,1,0,2,0,0,0,0,0,0
0,0.0,1,1,2,1,10,1,1,0,1
0,0.0,2,0,2,0,2,1,0,0,1
1,7.093539341,1,0,2,0,8,1,1,0,1
1,6.413813176,1,0,1,2,6,0,1,0,1
0,0.590835992,1,2,1,1,7,0,0,0,0
0,0.669716097,2,1,2,2,6,0,1,0,1
1,0.0,1,1,2,1,8,0,0,0,0
0,1.113469416,2,1,1,0,3,1,1,1,0
2,1.418003736,2,1,1,2,5,0,1,1,1
1,0.0,1,1,2,0,6,0,1,0,0
0,6.398858323,1,0,1,2,1,1,1,0,0
1,0.0,2,2,2,1,8,1,1,0,1
0,0.0,2,2,2,2,6,0,1,0,1
1,0.855163532,2,2,1,0,4,1,1,0,0
0,0.0,1,0,2,1,8,0,0,0,1
2,1.431711078,1,1,1,1,8,1,0,0,1
0,47.57724047,1,0,1,0,5,1,1,0,1
1,0.0,1,1,2,0,8,1,0,0,1
0,0.88996243,1,1,2,1,2,1,1,0,0
0,0.0,1,1,2,1,6,0,1,0,0
2,2.577503854,1,1,1,1,1,0,1,0,0
0,3.067166881,1,1,1,2,3,0,1,0,0
2,0.929799223,2,2,1,0,4,0,1,1,0
1,1.420080733,1,1,1,2,9,0,1,0,0
0,0.0,1,0,2,2,8,1,0,0,0
0,0.0,1,0,1,2,8,1,1,0,0
1,2.117061743,1,0,1,1,4,1,1,0,0
0,0.739184623,1,2,1,0,8,1,1,0,1
2,0.829529612,1,2,2,0,1,1,1,0,1
2,1.477018755,1,1,1,1,5,1,0,0,1
0,0.747742501,1,2,1,0,4,1,1,0,0
1,4.541177008,2,0,1,1,6,1,1,0,1
1,0.0,2,0,2,0,7,1,1,0,1
2,1.201145667,2,1,1,1,6,1,1,0,0
2,0.68714873,2,1,1,1,1,1,1,0,0
1,0.912941015,1,1,2,1,2,1,1,0,0
1,0.0,1,1,2,1,8,1,1,0,1
0,0.362844902,2,2,1,1,4,1,0,1,1
1,0.0,2,1,2,1,2,1,1,0,0
1,0.0,2,1,2,2,7,0,1,0,0
0,0.0,1,1,1,2,1,1,1,0,1
0,6.157641452,1,0,2,1,8,0,1,0,0
0,1.257930382,1,1,2,1,4,1,1,0,1
0,1.037929774,1,1,1,1,7,0,1,1,0
1,0.0,1,1,2,2,10,1,1,0,0
2,0.480091422,1,2,1,0,2,1,1,1,1
0,0.586982975,1,2,2,0,1,0,1,0,0
2,0.796607637,2,1,2,2,0,1,1,0,1
2,1.52099848,2,1,1,2,10,0,0,0,0
2,0.610395427,2,2,2,1,4,1,1,0,1
2,5.607125431,1,0,2,1,6,1,1,1,1
1,4.26312664,1,0,1,0,5,0,1,0,0
2,0.886984242,2,2,2,2,8,1,0,0,0
0,0.0,1,0,2,0,1,1,0,0,1
2,0.709665711,1,2,2,0,9,1,0,0,0
0,0.600608851,2,2,1,1,6,0,0,1,1
0,1.676593805,1,1,1,1,8,1,1,0,1
2,2.607692067,2,0,1,1,1,1,0,1,0
1,0.890241695,2,1,2,1,1,1,1,1,0
0,0.970796449,1,2,1,1,5,1,0,0,1
0,4.005916253,2,0,1,1,3,1,0,1,0
0,1.898017285,1,1,1,1,6,1,1,0,0
2,1.261150913,1,1,1,1,10,1,1,0,1
0,0.0,1,2,2,0,2,1,0,0,1
0,1.575195865,1,1,2,1,9,1,1,0,0
1,0.0,1,2,2,1,8,1,1,0,0
0,0.814701937,1,2,1,1,7,0,0,0,1
2,0.192581778,2,2,1,1,8,1,1,0,1
0,38.31488326,1,0,1,2,6,0,1,0,0
2,1.856214704,1,1,2,0,7,1,1,0,0
0,1.716320196,1,1,2,1,1,0,1,0,1
0,0.0,2,2,2,1,8,0,0,1,0
1,0.0,2,1,2,1,3,1,1,0,0
0,0.470723785,1,2,1,0,6,1,1,0,1
0,0.0,1,2,2,2,4,1,0,0,0
0,0.0,1,1,2,1,7,1,1,0,0
0,1.057056096,2,1,1,2,7,0,1,0,1
2,0.598461376,1,2,1,1,7,1,1,0,1
1,1.046163749,1,1,2,1,5,1,0,0,0
0,0.0,1,1,2,1,6,1,1,0,1
1,0.390743949,1,2,1,0,3,1,0,0,1
1,1.108126516,1,1,1,1,7,1,1,0,1
2,2.48360807,1,0,2,1,6,1,1,0,0
0,0.0,1,2,2,1,4,1,0,0,1
2,1.100791221,1,2,1,2,7,1,0,0,1
0,1.522989282,1,0,1,2,5,1,1,0,1
2,1.888980536,2,1,1,1,8,1,0,1,0
0,3.93305153,2,0,2,1,1,0,1,0,0
0,0.642606013,1,2,1,0,2,1,0,0,1
0,1.24234049,2,1,2,2,8,1,0,0,0
0,1.958751954,2,1,3,0,4,1,0,1,0
2,7.135026184,1,0,1,0,8,1,1,0,0
0,8.912778247,1,0,1,2,1,0,1,0,0
2,1.083100645,1,1,2,1,9,1,1,0,0
2,0.627897374,1,2,2,0,2,1,0,0,0
0,0.0,2,0,2,1,4,1,1,0,1
0,1.385028062,1,1,2,0,2,1,0,0,0
0,2.014109754,1,1,1,1,8,1,0,0,0
0,0.0,1,1,2,1,0,1,1,0,0
2,0.78052313,2,1,1,2,9,1,0,1,0
0,0.0,2,1,1,1,3,1,0,1,1
2,0.562719147,1,1,2,2,3,1,1,0,1
0,0.0,2,1,3,1,9,1,1,0,1
2,0.593797144,1,2,1,1,6,1,1,0,0
0,0.0,2,0,2,1,4,1,1,0,0
1,0.0,1,1,2,0,4,0,1,0,0
0,1.558912543,1,1,2,1,8,1,0,0,1
0,1.194847479,0,1,1,1,10,0,1,0,1
2,1.559312849,2,1,2,1,1,0,1,0,1
1,8.677280881,1,0,1,1,5,1,1,1,1
0,10.71155445,1,0,2,1,4,1,0,0,0
0,0.0,1,1,1,1,2,1,0,0,1
1,0.0,1,1,2,0,10,1,0,0,0
0,0.0,2,1,2,1,3,1,0,0,1
0,0.0,1,0,2,1,0,1,1,1,0
0,0.794831717,1,1,1,1,5,1,0,0,1
1,0.0,1,2,2,1,9,0,1,0,0
2,1.677485595,2,1,1,2,5,1,1,1,1
2,0.848104468,2,1,1,1,8,1,1,1,1
1,0.795305018,2,2,1,0,1,1,1,1,1
0,0.923502238,1,1,1,1,3,1,0,0,1
0,0.0,1,0,1,0,7,0,0,0,1
1,0.0,1,1,2,1,5,1,1,0,0
0,1.060548982,1,1,1,0,7,1,1,0,0
0,0.0,1,2,2,0,6,1,0,0,0
1,0.0,1,2,2,0,0,0,0,0,0
0,0.0,1,1,1,1,9,1,0,0,1
2,10.87498108,1,0,2,0,8,0,1,0,1
1,1.106292007,2,1,1,0,5,1,0,0,1
1,4.18432291,2,0,2,1,2,0,0,0,1
1,0.0,2,1,1,1,3,1,1,0,1
0,1.163586434,1,1,1,1,4,1,0,0,0
0,0.0,1,2,1,1,7,1,1,0,0
2,14.30958552,2,0,1,0,3,1,0,0,0
2,0.727164141,2,2,1,0,5,1,0,1,0
0,0.0,2,1,2,1,7,1,1,0,0
2,1.314160698,1,1,1,1,8,1,0,0,0
1,0.0,2,0,2,2,4,1,0,0,1
